zero,Coffeemaker,Blender,Microwave,Toaster,Washing,Iron,Dishwasher,Electricboiler,Dryer,TV,Computer,Heater,AC
,24,23,1,15,36,146,16,13,75,37,29,68,28
,14,10,20,5,47,97,21,48,21,79,50,68,34
,21,18,6,13,15,32,19,36,26,22,57,19,70
,6,12,33,6,15,32,15,19,68,25,84,66,9
,18,21,21,14,6,79,9,13,30,61,63,58,85
,15,23,34,14,17,16,10,45,53,44,51,34,70
,23,14,31,11,35,100,3,30,32,31,65,16,34
,10,24,50,13,49,58,8,27,69,23,40,22,66
,11,16,11,9,26,122,20,3,37,75,38,57,37
,22,14,10,13,16,36,6,13,72,18,21,11,52
,3,28,12,11,19,91,9,10,50,66,83,44,43
,9,20,23,6,1,78,22,22,62,85,35,82,33
,13,3,35,6,8,64,8,39,27,70,52,46,9
,20,20,20,17,58,69,9,17,6,57,58,56,65
,1,11,5,6,8,135,8,27,46,50,75,27,3
,15,7,20,2,38,26,17,40,61,27,59,60,34
,22,2,34,4,27,103,17,29,65,23,72,66,24
,7,5,28,18,29,141,2,34,44,57,31,18,73
,24,7,7,1,45,126,2,35,64,83,61,27,13
,12,27,36,11,14,147,13,6,39,77,39,17,71
,18,8,16,8,26,141,17,20,52,48,20,65,25
,24,16,34,6,26,98,19,45,61,63,65,84,44
,16,3,16,18,49,122,14,48,64,63,77,33,21
,8,1,40,5,20,78,13,16,25,1,53,20,9
,13,10,42,16,33,44,6,36,38,80,84,56,58
,15,5,43,19,13,94,14,19,67,29,75,14,28
,16,8,9,12,27,32,20,37,38,6,7,11,21
,24,30,48,16,58,13,22,19,67,83,81,65,71
,11,1,1,20,52,77,18,48,3,25,13,7,84
,20,26,33,4,24,99,10,22,34,79,10,30,57
,22,8,8,7,18,115,8,4,33,8,54,80,58
,2,28,35,12,20,74,22,20,31,63,36,57,34
,13,2,10,19,32,84,2,17,30,31,28,79,35
,1,22,33,20,16,137,24,22,7,36,79,58,40
,17,9,3,5,26,124,8,16,32,2,84,18,71
,6,11,26,3,28,90,5,32,53,25,60,21,39
,18,13,14,6,30,51,17,21,42,80,79,74,30
,15,2,2,1,52,64,14,4,57,14,59,9,8
,17,9,12,2,46,126,25,11,42,67,31,58,44
,2,15,41,2,50,76,13,13,38,13,61,31,17
,11,15,14,1,42,133,21,30,38,24,31,15,23
,22,25,41,19,13,82,8,1,70,29,17,26,38
,7,14,42,12,9,122,23,16,30,69,32,65,52
,3,16,18,14,3,84,5,48,1,48,27,18,69
,14,24,36,18,17,88,7,28,1,3,27,60,73
,20,19,35,3,37,32,8,33,41,60,1,27,41
,22,4,50,7,57,145,7,48,44,55,79,39,62
,8,5,45,7,26,22,9,46,54,40,31,80,1
,7,16,20,7,23,67,8,37,39,43,33,35,44
,24,1,41,5,19,108,18,29,59,23,37,55,33
,1,24,35,11,12,124,23,27,22,78,51,62,63
,15,4,27,20,27,42,18,31,43,47,79,2,82
,15,28,48,14,59,66,21,12,2,56,58,11,51
,13,15,13,6,12,109,18,42,55,35,4,17,64
,13,16,33,3,8,144,25,12,29,58,51,41,77
,6,18,18,17,56,4,14,12,27,53,45,43,12
,22,1,37,5,16,119,2,22,47,85,36,20,10
,19,7,48,11,19,85,6,37,63,5,21,80,66
,19,7,27,7,24,35,18,12,4,80,49,28,58
,23,13,15,15,58,85,3,36,73,61,85,25,25
,1,6,19,17,3,48,13,25,33,30,61,60,66
,14,11,30,19,29,147,14,29,6,38,46,79,17
,4,3,1,16,10,19,18,26,10,85,13,77,18
,25,9,32,12,9,46,18,7,67,39,83,37,52
,22,17,18,18,31,111,6,27,3,58,61,17,79
,12,6,39,4,4,144,5,49,44,7,71,53,78
,18,10,4,5,31,79,4,3,1,75,12,31,14
,24,7,34,15,45,71,9,23,31,77,61,60,41
,16,27,25,18,16,55,10,34,12,75,59,68,46
,1,21,47,10,60,85,23,13,70,63,7,32,52
,1,5,8,1,49,88,18,16,4,12,37,11,85
,11,27,13,11,46,25,14,8,68,11,14,48,32
,24,1,20,10,59,129,16,8,60,29,68,68,46
,23,4,12,18,49,115,3,36,62,58,76,31,46
,21,5,13,7,59,145,11,32,55,37,3,30,62
,13,22,33,18,43,112,3,34,26,75,48,29,4
,7,8,18,18,31,132,3,35,60,28,64,30,74
,22,5,27,18,36,114,13,30,59,37,54,60,79
,8,26,24,7,22,20,13,46,30,53,9,1,66
,7,11,24,3,23,18,23,39,48,48,71,75,51
,14,16,21,4,18,68,6,26,55,51,49,37,36
,2,22,41,17,51,7,15,49,12,33,7,40,61
,24,10,18,8,27,80,6,8,13,30,43,79,52
,11,17,43,12,57,29,21,24,74,65,43,31,60
,16,20,18,7,46,93,22,42,49,79,9,55,3
,13,8,1,17,13,18,5,22,59,9,67,42,51
,12,1,13,18,45,109,5,34,64,34,47,77,19
,5,18,44,20,3,121,11,25,31,2,7,59,9
,13,1,15,6,19,68,18,42,66,24,34,83,35
,6,15,24,5,12,140,21,21,15,27,18,70,64
,19,27,13,18,50,147,10,11,67,53,81,45,82
,10,5,47,5,54,22,24,32,71,77,85,56,37
,1,7,28,9,5,116,1,4,46,3,77,48,17
,20,20,29,19,14,117,4,37,46,44,20,29,48
,8,1,45,20,3,18,1,27,24,68,45,64,5
,19,23,17,4,25,24,2,27,31,46,17,54,69
,24,26,43,19,29,55,13,49,33,29,18,42,26
,13,22,36,3,18,93,4,22,64,11,3,19,38
,13,13,1,10,36,67,24,35,26,56,50,30,28
,17,11,7,6,46,52,14,3,64,72,61,48,43
,20,16,29,15,52,53,13,35,25,11,44,80,9
,19,11,26,16,44,108,11,4,14,17,7,83,23
,15,10,48,15,42,20,7,48,27,20,43,36,54
,25,9,47,6,9,57,11,10,64,31,27,56,42
,12,5,18,1,27,5,16,49,27,62,7,15,58
,11,15,20,2,53,122,18,43,54,25,10,50,35
,15,5,9,17,19,32,22,38,74,55,4,12,1
,17,2,34,5,13,150,6,2,48,72,79,2,51
,6,16,19,1,14,124,3,49,75,72,4,5,54
,7,15,1,4,54,7,23,23,62,22,34,30,46
,6,17,9,8,9,8,7,25,44,42,37,71,52
,8,4,13,19,6,94,19,23,57,52,8,19,12
,12,6,7,3,36,68,25,40,40,13,2,23,39
,14,12,29,6,5,136,9,31,33,41,79,81,59
,25,20,27,4,42,140,2,39,47,33,12,37,83
,7,14,14,12,40,37,13,17,20,23,56,45,22
,14,29,41,5,51,62,24,11,18,31,29,41,10
,14,13,30,17,9,33,25,36,32,29,62,31,54
,17,21,23,4,34,104,22,7,72,22,84,42,3
,6,18,34,3,25,62,18,18,4,73,23,56,74
,14,4,19,20,14,114,14,43,3,67,2,57,54
,15,3,46,14,54,30,15,15,60,63,26,56,79
,10,15,14,15,23,110,11,17,10,22,78,25,80
,22,11,2,6,29,109,1,29,61,77,56,1,42
,1,5,20,20,23,108,6,38,65,33,66,73,8
,13,26,16,4,24,86,9,49,15,49,35,26,46
,9,15,50,2,2,1,7,25,22,53,17,24,26
,5,14,50,9,36,100,14,46,33,63,55,57,43
,21,12,44,13,5,138,15,1,28,58,25,20,32
,13,1,5,6,21,26,19,12,75,4,73,84,15
,24,9,18,3,20,1,12,11,39,78,28,10,26
,18,19,50,9,43,78,25,47,12,40,20,13,62
,10,22,3,18,37,150,16,17,66,41,72,81,85
,23,20,43,6,41,9,19,39,52,52,34,46,17
,12,15,27,18,4,94,19,18,40,12,5,50,15
,17,20,3,14,19,17,25,34,6,70,42,32,78
,18,26,2,8,27,121,10,31,70,13,60,61,85
,12,11,45,11,59,84,11,11,1,51,71,77,85
,4,14,47,7,25,7,21,28,19,73,33,61,9
,24,9,17,19,6,150,17,44,54,55,12,31,53
,7,25,48,13,18,26,14,44,43,16,76,65,3
,18,10,12,5,13,134,9,9,37,30,43,19,18
,18,28,14,14,28,126,10,27,71,83,31,19,17
,21,11,35,13,51,65,4,10,55,61,82,40,50
,4,2,34,6,6,140,12,46,37,9,61,81,33
,4,10,8,5,45,39,7,34,59,22,11,4,66
,14,29,32,11,32,59,15,12,69,20,22,41,40
,8,15,44,4,27,122,10,43,33,42,2,37,19
,7,20,47,17,59,67,2,29,22,4,40,85,21
,4,24,40,15,39,31,21,13,15,68,38,58,51
,15,27,21,16,40,1,2,5,37,69,21,53,60
,14,19,48,17,43,61,18,11,8,56,39,30,61
,19,24,26,14,36,44,9,48,64,42,44,6,52
,21,8,39,10,34,67,4,20,61,41,2,9,50
,6,21,43,13,27,99,22,18,75,53,62,81,46
,21,24,25,2,24,133,5,11,47,73,59,56,71
,20,12,16,8,27,123,7,46,55,9,27,70,37
,15,17,17,18,13,61,23,4,4,74,58,81,49
,5,27,4,7,55,107,8,8,51,85,14,73,72
,10,18,31,13,5,85,2,5,22,6,70,30,77
,19,9,40,10,15,34,12,43,65,1,50,5,67
,6,21,7,8,7,20,3,31,9,14,2,48,15
,10,19,7,18,6,46,4,19,21,73,29,81,64
,12,5,20,7,35,147,12,36,40,23,69,60,62
,12,6,29,6,36,98,19,17,75,83,22,77,33
,20,21,12,9,38,46,19,5,14,80,38,43,64
,7,11,29,15,24,98,2,27,51,62,3,5,29
,15,4,49,17,19,34,16,28,63,62,7,38,12
,16,7,6,4,55,35,16,6,74,21,22,11,25
,12,26,18,9,44,6,15,17,6,62,62,15,48
,4,21,2,5,12,85,9,32,20,6,38,43,29
,17,13,7,15,46,10,24,8,39,72,18,48,57
,6,18,16,5,18,73,6,33,34,52,61,46,51
,25,12,33,6,15,115,19,29,66,29,9,55,55
,15,18,25,19,54,56,12,43,35,69,83,76,68
,15,15,32,6,2,18,13,15,67,35,23,43,5
,13,20,27,8,11,68,14,15,35,83,12,65,22
,6,23,19,14,25,75,16,15,69,12,81,75,6
,23,21,10,6,16,78,10,19,38,31,14,83,21
,2,11,20,16,25,81,11,40,55,17,59,2,84
,7,18,50,12,33,105,22,24,70,14,1,48,6
,4,13,39,15,11,134,4,6,45,74,81,14,29
,16,27,4,16,60,143,12,15,22,53,37,34,12
,12,14,43,20,58,24,7,49,17,64,4,50,61
,9,11,30,1,13,14,25,31,47,52,49,4,71
,4,19,50,5,43,119,25,11,50,53,48,80,36
,4,16,21,4,18,75,3,32,6,1,25,36,75
,13,2,45,18,46,144,2,2,31,38,10,74,47
,7,13,7,7,6,136,19,3,40,30,84,11,60
,6,8,10,10,18,99,8,50,3,1,31,38,10
,18,26,9,6,47,127,2,34,10,34,19,54,76
,13,23,15,16,55,49,8,15,46,11,61,17,40
,24,12,36,18,50,110,7,11,70,41,27,18,6
,17,20,18,15,16,129,10,43,7,58,11,42,14
,24,17,31,3,24,110,1,33,60,55,47,83,14
,23,30,25,11,12,147,2,3,19,3,80,10,52
,23,26,2,12,34,6,24,4,65,9,53,33,2
,23,11,9,13,43,123,1,24,61,19,84,84,80
,22,10,33,3,27,57,15,45,23,75,74,69,83
,16,12,49,6,36,33,13,42,28,25,18,39,72
,18,6,5,4,58,38,3,13,32,20,40,20,11
,8,9,40,15,31,33,20,35,8,26,49,57,64
,25,16,16,9,2,88,20,37,64,53,3,49,57
,2,25,18,10,37,64,11,19,70,2,29,65,47
,5,22,46,20,37,11,14,37,73,1,16,38,76
,16,7,17,20,50,33,9,17,4,14,23,67,43
,19,30,5,11,39,13,5,33,13,12,70,30,5
,7,15,5,17,12,16,4,29,6,57,28,19,46
,5,22,25,17,7,71,24,16,67,6,18,28,5
,23,23,40,8,29,23,2,26,5,18,50,67,10
,4,27,10,20,58,93,3,9,73,30,79,49,51
,3,6,25,5,46,47,4,22,73,29,85,60,6
,4,7,39,19,57,10,18,12,39,15,62,49,7
,10,8,19,17,20,82,22,13,9,55,44,37,23
,24,4,37,6,18,88,10,25,13,25,36,25,84
,5,26,34,5,17,82,16,3,72,38,72,9,45
,4,6,47,18,15,25,9,44,24,32,45,20,31
,10,5,29,4,38,31,13,38,70,42,28,20,13
,11,5,3,16,53,87,8,50,34,7,72,82,37
,5,15,32,17,50,56,22,3,34,45,64,50,63
,20,22,43,20,55,96,14,24,43,11,72,75,31
,3,7,45,16,10,56,25,15,53,50,31,59,18
,5,24,40,11,52,8,2,47,3,28,39,25,12
,19,6,31,15,46,125,14,27,69,79,46,80,14
,21,13,32,15,17,70,22,38,31,77,65,66,38
,13,19,21,10,26,135,1,33,44,65,20,76,23
,14,15,31,14,30,54,19,25,35,49,55,65,40
,9,16,8,4,41,75,14,34,17,20,57,2,51
,12,10,35,2,45,70,4,41,28,5,35,38,39
,13,19,36,8,32,109,19,37,73,22,8,38,17
,18,18,50,12,10,38,11,2,43,7,6,11,7
,14,8,4,1,25,92,25,39,68,55,22,49,49
,4,11,48,18,31,120,2,47,23,16,33,54,79
,5,8,10,16,26,74,7,5,35,85,18,65,49
,7,12,50,11,38,83,6,48,15,10,67,74,10
,1,26,20,19,4,52,13,30,47,62,41,47,68
,17,30,14,5,5,111,25,29,11,73,36,28,25
,4,9,20,5,24,35,17,23,12,50,5,8,50
,23,29,8,16,11,79,19,27,26,1,20,59,70
,25,5,2,6,41,76,19,40,13,55,76,66,45
,16,12,38,18,37,31,8,9,46,69,7,18,23
,8,19,37,5,60,49,13,45,26,21,10,3,3
,15,11,8,9,34,22,10,50,41,31,12,28,73
,3,2,3,16,59,48,12,6,55,3,25,58,10
,5,29,42,5,32,60,4,35,47,60,11,41,80
,7,28,50,5,53,93,22,7,57,73,52,56,80
,17,2,19,5,54,132,9,49,21,43,2,48,36
,16,30,38,18,28,42,8,8,55,53,79,85,64
,24,21,8,2,18,70,14,6,59,74,4,29,66
,14,14,10,16,27,22,12,33,48,26,36,33,10
,24,17,23,1,22,42,22,28,59,50,56,74,25
,24,30,15,16,27,96,1,5,28,14,24,31,23
,11,4,31,3,24,143,16,30,13,31,22,14,32
,17,9,7,9,3,121,6,47,32,27,11,47,36
,15,29,13,20,17,17,11,27,51,15,12,71,46
,3,6,33,4,42,87,13,21,7,24,14,23,30
,18,15,5,20,46,84,7,34,1,22,83,33,21
,20,18,23,9,7,146,17,47,5,41,27,45,73
,4,18,46,3,24,24,8,32,13,50,68,1,24
,1,11,12,17,35,1,17,50,57,31,11,7,79
,21,16,45,1,54,99,10,10,10,58,52,7,37
,23,30,2,19,27,38,19,13,49,57,28,12,18
,23,23,30,5,3,1,1,8,70,59,79,37,16
,6,30,14,2,3,58,22,7,74,66,7,70,45
,2,25,50,15,18,118,9,34,34,6,22,59,84
,1,6,48,2,29,117,24,17,20,28,72,17,45
,13,7,6,6,51,108,5,2,57,59,63,63,34
,22,30,43,20,37,85,17,19,55,66,22,7,47
,2,5,2,13,40,117,12,47,9,83,77,42,32
,7,9,46,18,40,49,5,38,41,65,69,26,70
,12,22,29,18,49,147,5,47,75,16,24,71,55
,7,16,26,10,56,115,13,47,60,37,51,13,13
,2,27,26,11,16,11,20,43,20,3,43,62,33
,25,12,1,15,1,31,4,17,26,29,45,68,65
,12,22,27,5,38,133,6,49,43,65,81,34,42
,6,19,6,14,21,100,9,28,75,81,18,55,15
,24,25,33,8,48,71,23,3,65,64,70,28,56
,12,3,34,17,58,11,23,24,34,73,46,66,55
,2,30,15,14,8,141,17,40,7,4,5,35,39
,12,24,6,18,42,104,13,10,43,69,68,54,77
,1,1,5,20,47,8,11,48,7,82,47,68,4
,2,10,5,6,25,53,8,32,12,70,27,66,24
,25,6,20,3,23,2,10,44,20,12,9,18,78
,16,27,41,6,29,14,14,46,6,39,61,29,69
,4,28,21,9,18,111,17,41,29,85,35,43,21
,8,19,17,11,53,91,19,30,53,84,14,32,68
,25,28,34,13,3,108,14,40,20,6,15,22,60
,2,29,9,13,50,133,19,49,5,85,5,50,69
,6,23,24,5,7,80,1,31,27,10,66,36,13
,22,3,31,8,50,73,2,38,71,4,7,5,13
,1,12,50,17,1,3,24,50,55,34,43,49,22
,1,14,33,4,42,122,4,1,15,33,2,8,70
,6,26,19,12,60,96,21,25,61,21,69,22,83
,5,24,41,10,32,19,15,38,32,4,72,38,30
,21,20,47,6,24,83,17,47,63,50,64,30,66
,18,30,45,6,37,26,8,19,31,55,40,68,81
,5,7,42,15,50,149,9,44,57,80,76,44,78
,4,26,7,17,33,77,23,29,35,49,49,17,58
,7,21,18,15,59,63,9,22,8,28,54,80,6
,19,30,8,14,43,9,18,1,30,84,19,68,21
,11,29,23,6,28,42,16,3,39,47,30,68,56
,23,12,10,17,12,91,6,43,11,66,3,5,69
,12,2,27,2,16,18,14,3,53,30,48,77,34
,21,13,27,9,31,112,20,28,51,85,43,50,38
,10,11,42,15,49,93,3,19,71,81,40,42,20
,17,27,5,1,36,134,7,4,44,39,7,60,19
,9,28,40,1,22,26,1,24,4,27,85,17,59
,4,16,44,15,11,120,24,35,35,69,6,67,60
,16,9,17,18,45,36,22,1,3,71,43,59,8
,6,23,24,9,37,126,13,2,43,2,85,18,73
,12,6,31,10,42,85,1,43,22,52,39,53,22
,10,24,26,9,2,69,2,17,11,23,1,27,55
,16,20,26,6,2,14,14,33,71,1,68,80,57
,3,26,45,15,57,62,25,49,3,74,40,59,54
,17,17,11,6,30,22,21,8,13,25,41,60,8
,24,25,43,20,38,91,25,20,69,72,51,39,59
,22,29,33,11,30,62,14,17,10,29,81,33,73
,14,17,50,14,60,138,1,49,44,66,26,17,38
,24,28,9,18,45,70,7,37,31,66,70,29,1
,21,21,39,14,31,135,1,31,59,39,6,82,49
,2,1,15,1,54,38,9,25,2,69,41,35,15
,14,24,22,16,48,80,24,6,5,57,54,5,38
,22,24,24,19,20,122,1,8,35,12,53,25,37
,14,19,15,16,50,121,19,50,2,69,20,40,3
,7,24,6,3,11,111,24,18,42,20,60,72,15
,7,8,1,20,35,91,23,40,24,10,82,12,32
,24,2,20,1,33,37,7,15,1,70,48,79,9
,5,7,40,5,26,66,2,20,20,57,16,51,8
,3,24,17,17,46,15,22,43,61,78,14,35,48
,23,19,12,16,52,54,20,23,6,59,73,59,40
,6,27,27,15,27,129,3,50,8,45,6,79,29
,4,28,44,6,16,103,22,10,3,78,47,39,25
,12,21,11,10,12,70,11,6,55,73,23,75,81
,20,12,25,4,38,51,22,28,12,46,68,77,43
,22,5,11,17,31,58,21,8,18,20,83,71,33
,16,5,43,5,6,143,5,8,4,47,3,5,31
,14,23,9,19,7,128,18,48,29,6,25,9,51
,16,26,36,10,60,13,24,18,44,55,66,38,10
,4,24,47,12,39,107,21,32,53,53,44,8,68
,22,3,38,16,49,119,21,5,46,74,57,11,71
,7,24,1,2,31,68,18,36,36,14,6,10,18
,1,7,11,18,34,114,7,16,72,38,6,23,61
,10,8,40,5,28,70,3,21,32,36,72,24,47
,7,14,49,18,22,40,11,31,32,11,67,12,84
,9,3,30,18,46,76,9,4,20,29,69,37,47
,11,28,26,8,22,73,20,24,35,35,33,16,11
,12,14,20,14,44,18,10,13,45,53,70,50,63
,21,30,35,4,12,89,21,2,14,82,42,1,49
,18,6,13,6,56,144,20,5,39,43,31,85,13
,13,4,44,2,4,141,3,31,34,51,77,59,5
,5,15,17,15,3,108,2,43,21,66,49,55,62
,3,6,23,18,38,149,7,49,71,18,29,4,66
,10,5,37,14,20,83,16,20,44,30,28,38,59
,14,20,8,18,6,76,16,41,34,41,56,59,19
,23,4,44,6,59,5,12,32,71,50,66,8,62
,8,19,38,1,26,83,6,24,43,77,39,18,54
,2,13,35,19,21,132,9,49,61,39,74,14,24
,16,17,29,8,29,82,16,28,20,9,72,17,83
,17,2,13,20,45,37,18,19,57,22,26,3,43
,16,9,34,6,9,71,21,5,73,32,17,20,45
,8,10,5,18,25,70,1,28,26,23,32,78,83
,24,26,7,7,55,50,11,21,15,75,53,54,33
,7,28,34,10,22,86,3,24,44,79,61,15,29
,13,22,12,9,29,16,4,26,43,7,53,60,44
,8,19,40,16,37,8,25,5,15,82,53,23,55
,22,25,8,20,54,137,6,25,35,45,12,83,24
,19,4,50,18,30,92,13,18,66,29,44,25,44
,11,11,50,17,47,140,23,50,34,57,13,43,47
,7,28,13,8,11,113,8,15,73,62,15,39,71
,9,30,20,19,60,90,24,11,22,59,16,52,68
,24,19,32,8,49,94,2,2,70,39,28,82,42
,8,4,8,17,5,110,12,32,55,2,54,1,39
,2,6,39,16,8,140,8,11,49,65,66,38,74
,17,24,27,6,22,41,22,34,34,8,76,6,46
,18,27,42,5,2,44,8,20,40,67,5,33,24
,25,2,20,13,59,50,13,15,21,50,46,39,70
,16,18,13,4,35,112,7,2,48,48,6,53,9
,15,5,38,14,48,36,11,48,6,61,34,71,78
,20,26,47,10,32,21,10,39,74,36,6,40,19
,6,5,1,10,41,81,21,28,27,72,56,73,16
,7,4,36,18,19,126,17,24,18,15,74,78,20
,21,9,8,20,27,24,17,8,14,33,13,6,79
,23,17,33,4,13,56,15,6,16,24,81,29,35
,19,1,29,1,46,5,20,27,74,16,71,51,35
,8,19,50,6,31,55,10,17,47,83,33,80,60
,8,26,38,20,16,1,22,21,9,77,60,76,77
,5,19,30,11,34,34,15,45,66,34,48,81,44
,3,17,45,5,19,99,10,8,20,36,25,31,13
,22,13,42,5,27,3,3,19,18,28,69,3,15
,22,18,40,20,6,141,3,1,38,60,30,61,15
,19,3,48,17,17,15,16,43,23,57,60,70,1
,1,4,6,13,53,89,24,50,18,54,65,29,31
,6,28,15,11,49,76,8,2,19,56,78,12,37
,18,27,44,13,21,35,11,3,70,84,56,68,10
,21,18,7,2,44,89,9,36,21,43,34,6,51
,25,11,11,6,57,83,12,20,31,36,15,72,39
,8,27,39,6,1,20,7,30,67,65,74,40,82
,25,11,4,3,22,143,11,47,55,9,80,6,51
,8,1,36,13,35,28,24,17,34,12,5,46,41
,25,30,21,4,38,24,22,5,43,79,72,31,81
,2,22,29,4,6,150,15,35,30,42,69,71,1
,22,28,32,15,10,79,22,40,22,2,45,18,76
,5,11,9,5,10,43,18,28,69,53,46,40,10
,13,19,42,6,44,48,1,1,53,79,44,16,16
,18,2,45,13,4,44,10,44,48,6,27,36,37
,3,26,25,4,30,28,14,38,35,44,61,36,72
,17,16,30,13,45,120,12,20,46,76,22,53,75
,4,6,12,6,16,11,20,1,24,50,73,2,61
,25,2,8,15,54,90,16,26,50,19,77,48,29
,24,29,44,19,44,37,16,26,39,66,48,51,32
,10,29,5,17,45,78,25,5,71,3,49,46,19
,20,29,29,19,14,131,13,7,44,68,16,67,61
,25,5,16,15,27,133,11,22,75,41,85,71,68
,24,20,31,1,3,149,6,28,35,31,62,22,81
,3,25,17,6,12,113,6,17,62,32,57,19,10
,16,18,21,1,36,64,22,4,24,3,57,47,21
,7,17,26,20,18,12,12,10,37,61,48,82,11
,17,3,42,8,33,7,15,47,65,14,15,1,34
,14,3,49,15,29,149,8,18,47,76,68,1,51
,14,10,23,2,54,74,10,25,58,24,42,36,53
,19,6,16,15,1,9,20,8,24,84,65,59,36
,22,27,46,10,27,29,1,34,42,68,15,15,85
,9,19,26,14,22,96,22,36,2,73,39,84,29
,9,5,16,20,37,81,25,23,17,8,70,74,3
,17,5,28,7,51,78,2,29,60,81,81,22,63
,17,18,49,6,42,18,19,18,38,76,65,56,40
,6,25,22,19,41,62,25,37,68,66,63,11,77
,2,3,8,19,6,28,5,48,71,23,35,28,39
,9,22,7,11,11,36,11,41,52,18,51,81,83
,25,14,3,8,1,92,18,2,6,70,83,29,22
,1,11,18,20,5,118,16,12,24,48,62,2,12
,4,26,41,3,19,23,18,46,39,32,49,61,3
,25,16,32,7,45,35,11,42,50,70,30,36,42
,17,21,50,20,36,76,20,19,57,78,23,66,31
,23,12,19,14,9,8,4,16,70,16,49,63,76
,10,9,36,9,14,23,25,17,55,72,35,36,71
,8,30,8,5,26,38,18,50,57,25,16,67,17
,6,23,19,3,32,105,7,29,48,23,54,60,8
,21,29,43,5,38,67,20,48,66,30,77,47,53
,22,14,37,7,7,59,2,47,8,53,74,84,22
,1,20,50,15,27,7,10,43,59,79,5,26,68
,9,26,36,19,1,7,5,22,25,20,38,26,8
,3,18,23,18,26,16,7,38,50,60,31,29,72
,16,1,11,9,5,124,12,8,40,11,74,75,14
,12,6,32,2,54,37,5,7,25,57,55,21,60
,22,20,49,11,6,121,13,44,36,39,30,15,50
,7,4,6,6,44,21,2,7,69,76,59,84,43
,12,27,9,11,24,112,18,12,22,64,65,4,4
,16,22,2,14,4,83,12,11,53,69,77,65,58
,3,23,50,12,21,35,17,20,41,48,5,75,6
,10,27,11,20,17,23,8,43,28,60,82,32,12
,12,29,6,12,56,18,15,7,25,33,22,8,17
,22,8,20,9,21,86,4,27,68,76,67,24,71
,14,26,41,16,24,49,22,7,43,81,10,24,51
,13,19,1,15,35,101,12,33,17,81,10,27,62
,18,10,3,18,11,95,13,41,3,81,51,85,24
,11,28,18,1,37,84,19,9,18,2,27,85,82
,25,3,13,1,59,95,7,47,58,24,57,71,71
,19,3,4,7,43,92,20,33,72,10,12,46,41
,20,18,21,4,46,42,10,3,71,47,56,56,42
,9,7,33,16,34,101,9,43,39,76,31,21,9
,19,23,23,19,34,55,6,19,34,67,44,29,49
,15,18,1,15,8,148,3,28,10,23,52,54,8
,11,7,24,20,2,14,2,48,15,50,16,75,53
,10,10,8,15,9,67,22,12,44,61,58,18,49
,15,27,26,8,42,5,22,27,70,82,76,77,15
,24,3,40,17,46,92,19,45,49,43,83,34,63
,12,11,18,13,6,17,10,16,15,67,66,51,21
,6,22,35,13,10,134,9,24,22,79,16,16,49
,1,27,5,20,59,28,14,17,62,25,11,25,55
,3,20,13,3,59,45,25,9,33,74,22,2,21
,12,22,36,2,59,52,13,13,29,79,25,63,83
,24,5,6,5,30,31,12,34,44,66,12,68,23
,23,19,50,4,9,103,23,21,67,24,6,70,66
,15,18,2,10,16,132,19,22,25,51,7,58,44
,12,7,48,17,40,112,10,49,5,35,22,83,57
,20,30,3,19,48,77,10,20,22,33,14,77,33
,2,21,4,19,51,58,9,49,20,72,68,16,32
,21,21,37,6,14,26,1,25,11,73,18,15,21
,14,14,13,15,59,112,16,31,8,14,43,70,49
,1,27,13,16,3,41,19,39,9,69,35,8,58
,12,15,2,15,41,91,9,47,38,25,51,5,58
,10,25,47,3,5,2,4,40,12,41,50,12,33
,3,16,18,10,38,148,18,10,45,57,84,24,48
,1,12,16,8,27,31,4,24,50,79,60,52,53
,5,26,25,4,4,91,4,33,6,70,25,33,52
,6,4,41,1,3,12,18,10,38,28,62,71,16
,10,30,30,19,26,108,23,43,62,15,68,69,30
,4,23,20,11,27,94,6,26,24,53,24,60,4
,8,2,24,13,15,31,25,23,40,75,74,34,8
,20,8,6,6,43,100,1,48,48,26,45,41,42
,17,27,3,2,28,139,11,11,10,7,72,51,66
,25,12,24,7,56,95,23,33,71,38,44,13,49
,1,3,34,15,55,48,4,3,59,60,55,15,74
,8,22,47,7,19,137,8,4,15,40,56,28,47
,1,26,30,16,51,119,4,50,25,15,29,74,70
,10,7,27,11,23,143,21,12,21,67,11,32,79
,4,14,27,4,7,69,4,14,39,3,49,13,23
,21,6,34,17,19,145,7,18,53,69,32,10,11
,8,28,13,17,30,56,21,36,2,76,85,51,24
,10,2,9,20,50,27,5,46,72,27,32,23,67
,9,1,50,12,36,116,4,41,52,73,61,29,12
,22,6,40,2,25,107,8,50,19,73,51,23,14
,13,10,14,5,15,29,10,3,3,41,56,41,19
,25,29,47,10,11,53,6,33,12,37,46,29,53
,14,23,36,3,34,149,25,46,74,70,55,31,83
,17,18,46,16,21,111,3,28,30,42,63,39,37
,7,2,36,20,29,137,21,23,73,70,74,48,68
,11,1,37,16,23,77,24,45,46,81,42,43,67
,1,12,50,11,18,137,14,23,50,48,4,55,38
,2,25,8,1,6,36,19,20,32,73,3,68,2
,1,4,4,16,50,7,19,49,3,40,58,45,81
,12,7,25,12,29,65,2,10,30,37,4,34,43
,4,22,47,14,55,118,16,30,42,17,5,63,50
,6,17,48,5,36,107,7,31,26,17,10,60,50
,5,25,5,6,29,72,24,50,31,26,3,79,19
